name,city,rating,types,latitude,longitude,description,category,price_level,cuisine_type,specialties,amenities,room_types,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Hi Korea,Ninh Binh,4.8,"['restaurant', 'food']",20.260252000383325,105.9701054,"818, Đường Trân Hưng Đạo, Vân Giang, Hoa Lư, Ninh Bình Province 08212, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:05.288623
556 Khánh Tân Ninh Khánh tp Ninh Bình,Ninh Binh,4.9,"['restaurant', 'food']",20.271886200383776,105.96501629999999,"556, Tran Hung Dao Road, Ninh Khánh, Hoa Lư, Ninh Bình Province 08210, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:05.288626
King Cổng Trời,Tam Dao,4.0,"['restaurant', 'food']",21.45556150040969,105.64051059999998,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province 15000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:16.252769
Nhà Hàng Phố núi,Tam Dao,4.1,"['restaurant', 'food']",21.457824400409695,105.64566839999999,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:16.252778
Út Hân,Tam Dao,4.2,"['restaurant', 'food']",21.451885900409675,105.6381112,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:16.252781
Rock Cafe Tam Đảo,Tam Dao,4.3,"['restaurant', 'food']",21.456105200409684,105.64411289999998,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:16.252783
Nhà hàng Tuấn Hương Tam Đảo,Tam Dao,4.4,"['restaurant', 'food']",21.45466260040968,105.64553280000001,"Quốc lộ 2B, Tam Đảo, Phú Thọ Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:16.252786
Sky Vape Coffee,Nghe An,4.0,"['restaurant', 'food']",18.662942200289617,105.6822463,"16, Lê Mao, Vinh Tân, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226243
Linh BBM,Nghe An,4.1,"['restaurant', 'food']",18.6306080002871,105.65048999999999,"Đường Huyện 2.2, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226254
We pub,Nghe An,4.2,"['restaurant', 'food']",18.674162000290476,105.67876949999999,"62A, Nguyễn Thị Minh Khai, Hưng Bình, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226258
ESPÉRER 138 Nguyễn Văn Cừ,Nghe An,4.3,"['restaurant', 'food']",18.67675440029068,105.68663159999998,"138, Nguyễn Văn Cừ, Hưng Phúc, Vinh, Nghệ An Province 460000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226264
ARTISAN Bakery & Cafe,Nghe An,4.4,"['restaurant', 'food']",18.67730155029072,105.68663639517794,"136, Nguyễn Văn Cừ, Hưng Bình, Vinh, Nghệ An Province 460000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226268
Quán Bún Riêu Cua Chí Hoa,Nghe An,4.5,"['restaurant', 'food']",18.725976800294454,105.66732755484057,"Phú Thọ 1, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226271
Bún Bò Đò Trai - Bún Đen Đức Thọ,Nghe An,4.6,"['restaurant', 'food']",18.65817060028924,105.70009209999999,"66B, Nguyễn Văn Trỗi, Bến Thủy, Vinh, Nghệ An Province 038, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226277
Goong Coffee,Nghe An,4.7,"['restaurant', 'food']",18.672878700290386,105.6940861,"24, Phan Sỹ Thục, Trường Thi, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226280
Đạt Thuần Chay,Nghe An,4.8,"['restaurant', 'food']",18.66891290029008,105.66446349999998,"47, Trần Hưng Đạo, Đội Cung, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226283
phòng bếp,Nghe An,4.9,"['restaurant', 'food']",18.713531300293504,105.6705290433508,"Đường Đồng Tân, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226287
Nhà Hàng Sơn Kèn Gà Chọi,Nghe An,4.0,"['restaurant', 'food']",18.72581305029443,105.66815619921636,"Phú Thọ 3, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226292
Bia Phủi 68 - Văn Văn Thanh Chương,Nghe An,4.1,"['restaurant', 'food']",18.725607350294418,105.66826987035948,"Đường sân bay Vinh, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226296
AIRPORT CAFE,Nghe An,4.2,"['restaurant', 'food']",18.720090800293992,105.67116563249931,"Đường sân bay Vinh, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226299
Vuvuzela,Nghe An,4.3,"['restaurant', 'food']",18.67530140029057,105.67421139999999,"45, Quang Trung, Quang Trung, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226303
Chicken Restaurant,Nghe An,4.4,"['restaurant', 'food']",18.684655000291293,105.68094999999998,"Đốc Thiết, Lê Lợi, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226306
phở cười 2,Nghe An,4.5,"['restaurant', 'food']",18.68554390029135,105.6927643,"V.I Lenin, Hưng Dũng, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226309
FIFA,Nghe An,4.6,"['restaurant', 'food']",18.63012280028707,105.6499037,"Trần Đình San, Cửa Nam, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226314
Coffee shop,Nghe An,4.7,"['restaurant', 'food']",18.66351800028966,105.6891431,"Nguyễn Thiếp, Trung Đô, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226318
Virus cybercafe,Nghe An,4.8,"['restaurant', 'food']",18.684647900291292,105.68107,"Đốc Thiết, Lê Lợi, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226321
Mộc Vân,Nghe An,4.9,"['restaurant', 'food']",18.68679900029145,105.6682921,"06, Phan Bội Châu, Quán Bàu, Vinh, Nghệ An Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:33.226324
Talk cafe,Quang Binh,4.0,"['restaurant', 'food']",17.47644230018423,106.6221822,"6, Ho Xuan Huong Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358193
bún phở Sáu Huệ,Quang Binh,4.1,"['restaurant', 'food']",17.48041510018463,106.62074799999999,"22, Dong Hai Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358203
Sophie Homy,Quang Binh,4.2,"['restaurant', 'food']",17.468322900183438,106.59862740000001,"12, Thuận Lý, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358206
Cà phê Bờ sông,Quang Binh,4.3,"['restaurant', 'food']",17.47619240018422,106.62329639999999,"32, Nguyen Du Road, Dong Hoi Ward, Quảng Trị Province 51000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358209
Công ty Inmobi,Quang Binh,4.4,"['restaurant', 'food']",17.467711900183374,106.6366641,"Đường Phạm Duy Quyết, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358213
7th heaven,Quang Binh,4.5,"['restaurant', 'food']",17.475947000184192,106.6219745,"39, Duong Van An Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358218
Nha Hang Dai Duong,Quang Binh,4.6,"['restaurant', 'food']",17.482321500184817,106.62560309999999,"71, Truong Phap Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358221
Nhà Hàng Nổi Binh Minh,Quang Binh,4.7,"['restaurant', 'food']",17.458160300182413,106.6252382,"Nguyen Văn Troi street, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358223
bánh bèo cô Dung,Quang Binh,4.8,"['restaurant', 'food']",17.484725600185058,106.6246975,"93, Le Thanh Dong Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358227
Bánh Xèo 18 QB,Quang Binh,4.9,"['restaurant', 'food']",17.48049330018464,106.62060879999999,"18, Dong Hai Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358230
Met Ga Nhi Nguyen,Quang Binh,4.0,"['restaurant', 'food']",17.47951060018454,106.6039006,"Huu Nghi Road, Dong Thuan Ward, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358233
Saigon Garden,Quang Binh,4.1,"['restaurant', 'food']",17.468135400183414,106.62507625,"Quach Xuan Ky Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358235
Nhà hàng nổi Phố Biển,Quang Binh,4.2,"['restaurant', 'food']",17.46815205018342,106.62601196031096,"Quach Xuan Ky Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358238
Kyoto Lounge Đồng Hới,Quang Binh,4.3,"['restaurant', 'food']",17.46740290018334,106.61529001816552,"Nguyen Huu Canh Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358240
Sabochi,Quang Binh,4.4,"['restaurant', 'food']",17.460922550182694,106.61709857925317,"23/8 road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358244
Nhà hàng Everland,Quang Binh,4.5,"['restaurant', 'food']",17.458223900182436,106.62277509582543,"Nguyen Văn Troi street, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358247
Nhà hàng Luxe Palace,Quang Binh,4.6,"['restaurant', 'food']",17.475970450184192,106.61510717427339,"Tran Quang Khai Road, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358249
QB,Quang Binh,4.7,"['restaurant', 'food']",17.463391300182945,106.62360129999999,"Đường Lê Lợi, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358251
Yến Ngận,Quang Binh,4.8,"['restaurant', 'food']",17.51536290018809,106.57944699999999,"Quốc lộ 1, Nam Trach commune, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358254
Thach Thao Coffee & Fast food,Quang Binh,4.9,"['restaurant', 'food']",17.465269600183127,106.62027139999998,"Nguyễn Trãi, Dong Hoi Ward, Quảng Trị Province, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:45.358256
Hangout Coffee & Bar,Thua Thien Hue,4.0,"['restaurant', 'food']",16.46533500007727,107.5933667,"48, Nguyễn Tri Phương, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352554
Little Italy,Thua Thien Hue,4.1,"['restaurant', 'food']",16.46783720007754,107.59470770000001,"10, Nguyễn Thái Học, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352562
Lick N Bite,Thua Thien Hue,4.2,"['restaurant', 'food']",16.46394650007711,107.59131089999998,"20, Nguyễn Tri Phương, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352564
Ancient Hue Royal Gellery Cuisine,Thua Thien Hue,4.3,"['restaurant', 'food']",16.46271690007697,107.5627879,"104/47, Kim Long, Phú Xuân District, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352567
DMZ Bar,Thua Thien Hue,4.4,"['restaurant', 'food']",16.47008100007779,107.5939735,"60, Lê Lợi, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352569
Nook Cafe & Bar,Thua Thien Hue,4.5,"['restaurant', 'food']",16.464551600077172,107.59280629999999,"7 / 34;7, Kiệt 34, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352571
Nice's Coffee Shop,Thua Thien Hue,4.6,"['restaurant', 'food']",16.46070060007674,107.589324,"27, Hai Bà Trưng, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352573
Chè Thái Trang Trang,Thua Thien Hue,4.7,"['restaurant', 'food']",16.45650270007627,107.5905932,"99, Phan Đình Phùng, Phường Thuận Hóa, Huế, Huế 53000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352576
Tea House @ Tịnh Trúc Gia,Thua Thien Hue,4.8,"['restaurant', 'food']",16.4432263000748,107.5702257,"To 21, Đường Thu Bồn, Thuận Hóa District, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352578
Imperial Craft Bia,Thua Thien Hue,4.9,"['restaurant', 'food']",16.46062370007674,107.590486,"21/4, Ngô Gia Tự, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352582
Bếp Nhà Hiền,Thua Thien Hue,4.0,"['restaurant', 'food']",16.465411800077273,107.5975627,"15A, Lê Quý Đôn, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352584
Olab Farm,Thua Thien Hue,4.1,"['restaurant', 'food']",16.467180300077473,107.57094199999999,"9A, Ngô Thời Nhậm, Phường Phú Xuân, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352586
Di Nhiên Trà Thất,Thua Thien Hue,4.2,"['restaurant', 'food']",16.46606170007735,107.5720949,"3, Nguyễn Thiện Thuật, Phường Phú Xuân, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352588
7M - 02 Võ Thị Sáu,Thua Thien Hue,4.3,"['restaurant', 'food']",16.46867590007763,107.595245,"02, Võ Thị Sáu, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352590
đa:mê,Thua Thien Hue,4.4,"['restaurant', 'food']",16.46958710007773,107.59547029999999,"34, Chu Văn An, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352592
Phinholic,Thua Thien Hue,4.5,"['restaurant', 'food']",16.464703700077198,107.5947886,"65, Bến Nghé, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352595
Đa:mê space,Thua Thien Hue,4.6,"['restaurant', 'food']",16.474788100078325,107.58468349999998,"15, Hàn Thuyên, Phường Phú Xuân, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352597
Hương Ngự Restaurant,Thua Thien Hue,4.7,"['restaurant', 'food']",16.460367700076706,107.5893787,"33, Hai Bà Trưng, Phường Thuận Hóa, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352599
Nhà hàng tiệc cưới Happy Land,Thua Thien Hue,4.8,"['restaurant', 'food']",16.463534100077066,107.6008067,"20, Tố Hữu, Phường Vỹ Dạ, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352601
HP3 BBQ AEONMALL HUẾ,Thua Thien Hue,4.9,"['restaurant', 'food']",16.45472170007609,107.61483599999998,"08, Võ Nguyên Giáp, Phường An Cựu, Huế, Huế 54000, Vietnam",restaurant,0.0,vietnamese,,,,vietnamese,,,,,,2025-10-22T02:14:56.352606
